Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
878217,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2023,06/01/2023,36.68950296,
878195,386,Ozone (O3),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2023,06/01/2023,37.25838607,
874900,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Summer 2023,06/01/2023,8.832348602,
878186,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2023,06/01/2023,33.216065,
877017,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2023,06/01/2023,12.02033251,
877101,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2023,06/01/2023,20.54838938,
878171,386,Ozone (O3),Mean,ppb,Citywide,1,New York City,Summer 2023,06/01/2023,35.53951634,
877089,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2023,06/01/2023,11.86882363,
878191,386,Ozone (O3),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2023,06/01/2023,35.49941831,
878193,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2023,06/01/2023,37.30085065,
877023,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2023,06/01/2023,12.10054339,
877029,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2023,06/01/2023,12.91683936,
874526,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Summer 2023,06/01/2023,9.640345698,
878203,386,Ozone (O3),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2023,06/01/2023,32.31051756,
877095,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2023,06/01/2023,20.14470643,
876876,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2023,06/01/2023,13.96941767,
874368,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Summer 2023,06/01/2023,9.34171697,
877176,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2023,06/01/2023,13.52008755,
874356,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Summer 2023,06/01/2023,9.237958876,
878229,386,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2023,06/01/2023,29.97225632,
876849,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2023,06/01/2023,12.52221569,
878251,386,Ozone (O3),Mean,ppb,Borough,2,Brooklyn,Summer 2023,06/01/2023,36.81153782,
878232,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2023,06/01/2023,37.30085065,
878235,386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2023,06/01/2023,37.40360507,
876864,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2023,06/01/2023,11.62453778,
876885,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2023,06/01/2023,14.02065338,
878246,386,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2023,06/01/2023,33.69356145,
878250,386,Ozone (O3),Mean,ppb,Borough,3,Manhattan,Summer 2023,06/01/2023,30.17314447,
874365,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Summer 2023,06/01/2023,8.791795544,
878243,386,Ozone (O3),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2023,06/01/2023,32.15024536,
874520,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2023,06/01/2023,9.655789883,
874605,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Summer 2023,06/01/2023,9.337857894,
878239,386,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2023,06/01/2023,33.86869045,
878152,386,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2023,06/01/2023,32.06602493,
878119,386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2023,06/01/2023,34.62553705,
878218,386,Ozone (O3),Mean,ppb,UHF42,402,West Queens,Summer 2023,06/01/2023,34.3659895,
878163,386,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2023,06/01/2023,31.22267347,
878158,386,Ozone (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2023,06/01/2023,32.37118901,
878146,386,Ozone (O3),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2023,06/01/2023,34.03985644,
878214,386,Ozone (O3),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2023,06/01/2023,36.91926086,
874602,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Summer 2023,06/01/2023,9.294695775,
878135,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2023,06/01/2023,35.46425332,
874574,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Summer 2023,06/01/2023,9.23668133,
874407,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Summer 2023,06/01/2023,9.490783626,
877212,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2023,06/01/2023,12.6709056,
877104,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2023,06/01/2023,22.22098615,
876894,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Summer 2023,06/01/2023,14.78195865,
876888,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2023,06/01/2023,12.30403871,
874583,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Summer 2023,06/01/2023,9.187970378,
876972,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,Rockaways,Summer 2023,06/01/2023,6.471941886,
877167,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2023,06/01/2023,14.24285143,
877119,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2023,06/01/2023,13.15002492,
877206,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2023,06/01/2023,10.44203792,
876855,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2023,06/01/2023,11.54967618,
876930,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2023,06/01/2023,21.23435622,
877242,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2023,06/01/2023,12.29498083,
874380,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Summer 2023,06/01/2023,8.334285294,
877005,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2023,06/01/2023,12.30403871,
874332,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2023,06/01/2023,8.865704873,
877152,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2023,06/01/2023,13.30209579,
876948,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Summer 2023,06/01/2023,15.07775098,
877026,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2023,06/01/2023,9.941814031,
874434,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2023,06/01/2023,8.150636732,
874479,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2023,06/01/2023,9.152812817,
874819,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Summer 2023,06/01/2023,8.452351572,
874338,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2023,06/01/2023,9.490783626,
874461,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2023,06/01/2023,9.441759835,
874422,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Summer 2023,06/01/2023,8.221625406,
874311,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2023,06/01/2023,8.334285294,
874326,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2023,06/01/2023,9.149134113,
876861,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2023,06/01/2023,13.0538783,
877161,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2023,06/01/2023,11.87627055,
874458,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Summer 2023,06/01/2023,9.23668133,
874544,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2023,06/01/2023,8.701650681,
876909,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2023,06/01/2023,9.941814031,
876879,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2023,06/01/2023,14.78510714,
877131,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2023,06/01/2023,15.26199906,
877098,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2023,06/01/2023,16.2487256,
876846,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2023,06/01/2023,12.81913123,
874807,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Summer 2023,06/01/2023,8.546253356,
877077,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2023,06/01/2023,10.0595772,
876984,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2023,06/01/2023,7.811353356,
874810,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2023,06/01/2023,8.330674356,
874846,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2023,06/01/2023,8.788488643,
874891,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2023,06/01/2023,9.189253309,
874861,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Summer 2023,06/01/2023,8.147909572,
877257,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2023,06/01/2023,6.452587396,
877236,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2023,06/01/2023,11.33369132,
874897,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2023,06/01/2023,9.148943181,
874496,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2023,06/01/2023,9.365247781,
877125,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2023,06/01/2023,14.43067469,
874401,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2023,06/01/2023,8.865704873,
874593,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Summer 2023,06/01/2023,9.725961313,
874523,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,Lower East Side and Chinatown (CD3),Summer 2023,06/01/2023,9.17505874,
